number,state,created_at,merged_at,closed_at,title,time_to_merge
20294,closed,2021-11-03 21:08:10+00:00,2021-11-04 00:24:39+00:00,2021-11-04 00:24:39+00:00,bug: ``void_nonzero`` could sometimes mutate alignment flag,3.274722222222222
20293,closed,2021-11-03 21:05:21+00:00,2021-11-04 00:24:53+00:00,2021-11-04 00:24:53+00:00,bug: fix headers for universal2 builds,3.3255555555555554
20292,closed,2021-11-03 20:15:43+00:00,2021-11-06 23:50:51+00:00,2021-11-06 23:50:51+00:00,simd: replace raw simd of ceil with universal intrinsics,75.58555555555556
20290,closed,2021-11-03 16:52:59+00:00,2021-11-03 17:17:33+00:00,2021-11-03 17:17:33+00:00,doc: do not leave space between directive name and double colon.,0.40944444444444444
20288,closed,2021-11-03 14:37:58+00:00,2021-12-22 12:31:57+00:00,2021-12-22 12:31:57+00:00,"doc: make some doctests in user,reference pass pytest",1173.8997222222222
20287,closed,2021-11-03 10:18:29+00:00,2021-11-03 16:36:49+00:00,2021-11-03 16:36:49+00:00,"tst, maint: module name excluded in typing tests",6.305555555555555
20285,closed,2021-11-03 06:49:05+00:00,2022-01-18 16:58:10+00:00,2022-01-18 16:58:10+00:00,"enh, simd: add new universal intrinsics for floor/rint",1834.151388888889
20284,closed,2021-11-03 05:22:16+00:00,2021-11-04 19:13:39+00:00,2021-11-04 19:13:39+00:00,bug: fix duplication of names in 'numpy.__all__'.,37.85638888888889
20283,closed,2021-11-03 02:55:09+00:00,2021-11-03 04:09:59+00:00,2021-11-03 04:09:59+00:00,maint fix typo for event name in wheels.yml,1.2472222222222222
20282,closed,2021-11-02 23:55:36+00:00,2021-11-13 19:21:52+00:00,2021-11-13 19:21:52+00:00,maint: fix runtests.py overriding $pythonpath environment variable,259.4377777777778
20281,closed,2021-11-02 20:23:06+00:00,2021-11-03 01:04:03+00:00,2021-11-03 01:04:04+00:00,doc: correct grammar in isfinite docstring,4.6825
20279,closed,2021-11-02 13:45:51+00:00,2021-11-02 22:01:02+00:00,2021-11-02 22:01:02+00:00,enh: add annotations for `np.fft`,8.253055555555555
20278,closed,2021-11-02 09:34:56+00:00,2021-11-02 22:01:42+00:00,2021-11-02 22:01:42+00:00,bug: fix shadowed reference of ``dtype`` in type stub,12.446111111111112
20274,closed,2021-11-02 03:27:29+00:00,2021-11-16 00:47:23+00:00,2021-11-16 00:47:23+00:00,tst: some fixes & refactoring around glibc-dependent skips in test_umath.py,333.33166666666665
20271,closed,2021-11-01 19:46:50+00:00,2021-11-03 11:09:28+00:00,2021-11-03 11:09:28+00:00,tst: add a test for device property,39.37722222222222
20270,closed,2021-11-01 18:19:28+00:00,2021-11-01 19:37:00+00:00,2021-11-01 19:37:00+00:00,bug: fix headers for universal2 builds,1.2922222222222222
20269,closed,2021-11-01 17:05:40+00:00,2021-11-01 19:36:22+00:00,2021-11-01 19:36:22+00:00,maint: bump hypothesis from 6.24.0 to 6.24.1,2.5116666666666667
20268,closed,2021-11-01 16:35:24+00:00,2021-11-01 19:38:27+00:00,2021-11-01 19:38:28+00:00,maint: remove dependabot,3.0508333333333333
20267,closed,2021-11-01 14:40:20+00:00,2021-11-01 21:34:56+00:00,2021-11-01 21:34:56+00:00,adding examples to numpy.roll(),6.91
20261,closed,2021-11-01 03:18:28+00:00,2021-11-01 04:57:11+00:00,2021-11-01 04:57:11+00:00,"[doc] fix math block in  hermmulx, lagmulx",1.6452777777777778
20256,closed,2021-10-31 21:19:45+00:00,2021-11-01 04:18:08+00:00,2021-11-01 04:18:08+00:00,"the module name in the reshape section of the absolute_beginners.html is incorrect.  the test ""numpty."" should be changed to  ""np.""",6.973055555555556
20255,closed,2021-10-31 18:14:18+00:00,2021-10-31 19:14:20+00:00,2021-10-31 19:14:20+00:00,"doc: fix missing link in ""what is numpy?"" to broadcasting",1.0005555555555556
20246,closed,2021-10-30 17:43:04+00:00,2021-12-08 12:24:21+00:00,2021-12-08 12:24:21+00:00,doc: merge doc strings of divide and true_divide.,930.6880555555556
20244,closed,2021-10-30 16:54:35+00:00,2021-11-17 17:04:07+00:00,2021-11-17 17:04:07+00:00,doc: clarify behavior of ``np.lib.scimath.sqrt`` apropos  -0.0,432.1588888888889
20243,closed,2021-10-30 16:04:56+00:00,2021-10-30 17:00:46+00:00,2021-10-30 17:00:46+00:00,doc: fixes wording for fmod and remainder functions.,0.9305555555555556
20242,closed,2021-10-30 15:31:12+00:00,2021-10-30 17:02:01+00:00,2021-10-30 17:02:01+00:00,doc: centralized min-max documentation ,1.513611111111111
20238,closed,2021-10-29 21:49:15+00:00,2021-10-31 14:10:02+00:00,2021-10-31 14:10:02+00:00,bug: fix environment checking logic for `numpy_warn_if_no_mem_policy`,40.34638888888889
20237,closed,2021-10-29 18:43:21+00:00,2021-10-29 21:43:34+00:00,2021-10-29 21:43:34+00:00,bug: `void_nonzero` could sometimes mutate alignment flag,3.0036111111111112
20235,closed,2021-10-29 16:44:47+00:00,2021-10-29 21:37:43+00:00,2021-10-29 21:37:43+00:00,"doc: fix typo in example, put the return statement inside the with context",4.8822222222222225
20234,closed,2021-10-29 15:39:44+00:00,2021-10-29 21:38:20+00:00,2021-10-29 21:38:20+00:00,maint: update vs2017 to vs2019.,5.976666666666667
20232,closed,2021-10-29 13:35:45+00:00,2021-11-06 11:42:27+00:00,2021-11-06 11:42:27+00:00,ci: add new workflow for intel sde,190.11166666666668
20230,closed,2021-10-29 13:07:59+00:00,2021-10-29 21:41:19+00:00,2021-10-29 21:41:19+00:00,enh: add annotations for `np.ctypeslib`,8.555555555555555
20228,closed,2021-10-29 12:18:29+00:00,2021-11-02 15:14:03+00:00,2021-11-02 15:14:03+00:00,maint: better error message from histogram2d,98.92611111111111
20224,closed,2021-10-29 05:32:26+00:00,2021-11-02 09:25:45+00:00,2021-11-02 09:25:47+00:00,bug: fix shadowed reference of ``dtype`` in type stubs,99.88861111111112
20222,closed,2021-10-28 23:42:43+00:00,2021-10-29 15:17:14+00:00,2021-10-29 15:17:14+00:00,run rebase on cygwin ci,15.575277777777778
20219,closed,2021-10-28 17:08:02+00:00,2021-10-28 21:06:19+00:00,2021-10-28 21:06:19+00:00,"bug, simd: workaround broadcasting simd 64-bit integers on msvc 32-bit",3.971388888888889
20217,closed,2021-10-28 16:03:13+00:00,2021-10-28 22:57:34+00:00,2021-10-28 22:57:35+00:00,doc: add a release note for fully annotating the main numpy namespace,6.905833333333334
20214,closed,2021-10-28 06:55:50+00:00,2021-10-28 12:09:38+00:00,2021-10-28 12:09:38+00:00,bug: fix test c-extension compilation inside a venv,5.23
20213,closed,2021-10-28 04:41:00+00:00,2021-10-28 23:00:04+00:00,2021-10-28 23:00:04+00:00,doc: mention `nan` results in `power` and `float_power`.,18.317777777777778
20207,closed,2021-10-27 14:09:21+00:00,2021-11-02 13:45:06+00:00,2021-11-02 13:45:06+00:00,enh: add prompt for title in issue forms,143.59583333333333
20206,closed,2021-10-27 09:01:03+00:00,2021-10-28 07:13:30+00:00,2021-10-28 07:13:30+00:00,ci: add new workflow/action for testing universal intrinsics on armv7,22.2075
20205,closed,2021-10-27 06:45:14+00:00,2021-10-27 17:35:31+00:00,2021-10-27 17:35:31+00:00,"bug,doc: fix `random.power`'s error description",10.838055555555556
20201,closed,2021-10-26 21:03:08+00:00,2021-10-28 23:06:28+00:00,2021-10-28 23:06:28+00:00,dep: deprecate `np.machar`,50.05555555555556
20200,closed,2021-10-26 20:15:25+00:00,2021-10-27 20:09:51+00:00,2021-10-27 20:09:51+00:00,maint: only warn for transferred ownership if env variable is set,23.907222222222224
20199,closed,2021-10-26 16:27:16+00:00,2021-10-26 18:23:47+00:00,2021-10-26 18:23:47+00:00,enh: add dtype typing support to `np.core.numeric`,1.9419444444444445
20197,closed,2021-10-26 12:37:29+00:00,2021-10-26 17:07:27+00:00,2021-10-26 17:07:27+00:00,"doc, maint : fixing typo in numpy doc",4.499444444444444
20196,closed,2021-10-26 01:49:23+00:00,2021-10-26 04:38:51+00:00,2021-10-26 04:38:51+00:00,fix minor grammar issues in docs,2.8244444444444445
20195,closed,2021-10-26 01:08:43+00:00,2021-10-27 21:06:10+00:00,2021-10-27 21:06:10+00:00,doc: two small changes in array.rst:,43.9575
20194,closed,2021-10-25 19:27:36+00:00,2021-10-26 16:57:19+00:00,2021-10-26 16:57:19+00:00,doc: add release note and move nep 49 to final,21.495277777777776
20190,closed,2021-10-25 18:04:14+00:00,2021-10-25 21:07:45+00:00,2021-10-25 21:07:45+00:00,bug: don't pass /arch:sse2 to msvc when targeting x64,3.058611111111111
20188,closed,2021-10-25 17:04:26+00:00,2021-10-25 19:52:44+00:00,2021-10-25 19:52:44+00:00,maint: bump hypothesis from 6.23.3 to 6.24.0,2.805
20187,closed,2021-10-25 15:34:01+00:00,2021-10-25 17:55:15+00:00,2021-10-25 17:55:15+00:00,"bug,doc: resolve a refguide failure for `ndarray.__class_getitem__`",2.3538888888888887
20185,closed,2021-10-25 13:24:14+00:00,2022-02-02 18:29:48+00:00,2022-02-02 18:29:48+00:00,doc: added explanation document on interoperability,2405.092777777778
20184,closed,2021-10-25 10:33:35+00:00,2021-10-25 20:42:39+00:00,2021-10-25 20:42:39+00:00,maint: miscellaneous typing cleanups,10.151111111111112
20183,closed,2021-10-25 07:51:19+00:00,2021-10-25 09:39:28+00:00,2021-10-25 09:39:28+00:00,maint: thin compatibility layer for c/c++ math header,1.8025
20182,closed,2021-10-24 22:57:57+00:00,2021-11-16 16:00:03+00:00,2021-11-16 16:00:03+00:00,"doc, maint: update build systems for f2py",545.035
20179,closed,2021-10-24 03:58:31+00:00,2021-10-24 14:59:03+00:00,2021-10-24 14:59:03+00:00,bug: do not use nonzero fastpath on unaligned arrays,11.008888888888889
20176,closed,2021-10-23 20:25:33+00:00,2021-12-20 19:27:41+00:00,2021-12-20 19:27:41+00:00,maint: use intp output param viewable casts/methods,1391.0355555555554
20175,closed,2021-10-23 19:42:59+00:00,2022-05-06 17:08:39+00:00,2022-05-06 17:08:39+00:00,enh: optimize `np.empty` for scalar arguments,4677.427777777778
20174,closed,2021-10-23 16:34:29+00:00,2021-10-23 18:47:06+00:00,2021-10-23 18:47:07+00:00,tst: xfail `test_overrides` when numpy is built with mkl support,2.210277777777778
20173,closed,2021-10-23 16:08:45+00:00,2021-10-23 20:22:29+00:00,2021-10-23 20:22:29+00:00,tst: disable test_partial_iteration_cleanup on 32 bit windows.,4.228888888888889
20172,closed,2021-10-23 15:22:59+00:00,2021-10-26 14:54:17+00:00,2021-10-26 14:54:17+00:00,allow clib callable build flags,71.52166666666666
20170,closed,2021-10-23 11:07:12+00:00,2021-10-23 18:54:12+00:00,2021-10-23 18:54:12+00:00,more informative error for unparsable version,7.783333333333333
20166,closed,2021-10-23 04:30:50+00:00,2021-10-23 20:23:27+00:00,2021-10-23 20:23:28+00:00,"maint, sty: run clang-format on cpp files and headers.",15.876944444444444
20165,closed,2021-10-22 22:08:57+00:00,2021-10-23 00:17:49+00:00,2021-10-23 00:17:49+00:00,enh: add annotations for `np.chararray`,2.147777777777778
20164,closed,2021-10-22 19:23:42+00:00,2021-10-22 20:15:25+00:00,2021-10-22 20:15:25+00:00,maint: remove useless custom tp_alloc and tp_free on ndarray,0.8619444444444444
20163,closed,2021-10-22 19:08:32+00:00,2021-10-26 20:22:21+00:00,2021-10-26 20:22:21+00:00,enh: expose promoters and common-dtype api experimentally,97.23027777777777
20162,closed,2021-10-22 12:04:52+00:00,2021-10-22 18:21:58+00:00,2021-10-22 18:21:58+00:00,bug: fixes for msvc version checks,6.285
20159,closed,2021-10-21 21:34:46+00:00,2021-10-21 22:42:29+00:00,2021-10-21 22:42:29+00:00,bug: relax homogeneous signature fallback in type resolution,1.128611111111111
20156,closed,2021-10-21 16:47:12+00:00,2021-10-25 21:19:50+00:00,2021-10-25 21:19:50+00:00,doc: fixed docstring for parameters 2 and -2 on linalg.cond,100.54388888888889
20155,closed,2021-10-21 16:46:57+00:00,2021-10-21 20:10:20+00:00,2021-10-21 20:10:20+00:00,bug: distutils patch to allow for 2 as a minor version (!),3.3897222222222223
20154,closed,2021-10-21 16:42:59+00:00,2021-10-21 17:52:07+00:00,2021-10-21 17:52:07+00:00,maint: add breathe to environment.yml,1.1522222222222223
20153,closed,2021-10-21 13:30:02+00:00,2021-10-25 21:23:07+00:00,2021-10-25 21:23:07+00:00,"bug, simd: fix 64-bit/8-bit integer division by a scalar",103.88472222222222
20150,closed,2021-10-20 22:02:50+00:00,2021-10-21 18:27:48+00:00,2021-10-21 18:27:48+00:00,bug: lib: fix error raised by insert.,20.41611111111111
20149,closed,2021-10-20 21:12:09+00:00,2021-10-20 23:34:02+00:00,2021-10-20 23:34:02+00:00,rel: update main after 1.21.3 release.,2.3647222222222224
20147,closed,2021-10-20 18:34:49+00:00,2021-11-17 17:07:50+00:00,2021-11-17 17:07:50+00:00,doc: updated docstring for binary file object,670.5502777777778
20146,closed,2021-10-20 17:40:07+00:00,2021-10-26 17:33:49+00:00,2021-10-26 17:33:49+00:00,doc: updated docstring for floating point rounding,143.895
20142,closed,2021-10-20 03:41:17+00:00,2021-10-20 05:00:55+00:00,2021-10-20 05:00:55+00:00,maint: core: update the comment about _parse_signature with more complete info.,1.3272222222222223
20141,closed,2021-10-19 23:31:39+00:00,2021-10-20 00:45:48+00:00,2021-10-20 00:45:48+00:00,rel: prepare for 1.21.3 release.,1.2358333333333333
20140,closed,2021-10-19 23:01:19+00:00,2021-12-01 11:46:31+00:00,2021-12-01 11:46:31+00:00,doc: fix some target not found sphinx warnings.,1020.7533333333333
20139,closed,2021-10-19 21:52:33+00:00,2021-10-31 17:42:21+00:00,2021-10-31 17:42:21+00:00,"maint,bug: fix `ufunc.at` to use new ufunc api",283.83
20137,closed,2021-10-19 17:59:34+00:00,2021-10-19 19:18:39+00:00,2021-10-19 19:18:39+00:00,doc:reword array has one axis,1.3180555555555555
20136,closed,2021-10-19 16:58:13+00:00,2021-10-19 17:48:06+00:00,2021-10-19 17:48:06+00:00,bug: core: fix incorrect check of npyiter_deallocate return value.,0.8313888888888888
20134,closed,2021-10-19 06:44:51+00:00,2021-10-21 18:09:31+00:00,2021-10-21 18:09:31+00:00,bug: fix win32 np.clip slowness,59.41111111111111
20133,closed,2021-10-19 02:49:37+00:00,2022-02-07 15:52:31+00:00,2022-02-07 15:52:31+00:00,enh: vectorize quicksort for 32-bit dtype using avx-512,2677.048333333333
20131,closed,2021-10-18 21:04:48+00:00,2022-01-11 07:14:53+00:00,2022-01-11 07:14:54+00:00,"bug: min/max is slow, re-implement using neon (#17989)",2026.1680555555556
20130,closed,2021-10-18 17:05:27+00:00,2021-10-18 18:25:28+00:00,2021-10-18 18:25:29+00:00,maint: bump hypothesis from 6.23.2 to 6.23.3,1.333611111111111
20129,closed,2021-10-18 16:33:18+00:00,2021-10-22 20:37:35+00:00,2021-10-22 20:37:35+00:00,enh: misc typing improvements to `np.array_api`,100.07138888888889
20123,closed,2021-10-16 05:54:43+00:00,2021-10-18 12:23:12+00:00,2021-10-18 12:23:12+00:00,doc: add note to iterable docstring about 0d arrays.,54.47472222222222
20119,closed,2021-10-14 11:33:43+00:00,2021-10-14 14:09:04+00:00,2021-10-14 14:09:05+00:00,doc: remove double property ctypes from ndarray,2.589166666666667
20116,closed,2021-10-14 06:13:13+00:00,2021-11-12 14:45:09+00:00,2021-11-12 14:45:09+00:00,maint: fix issue with c compiler args containing spaces,704.5322222222222
20115,closed,2021-10-14 03:24:35+00:00,2021-10-22 00:05:10+00:00,2021-10-22 00:05:10+00:00,doc: modify code in absolute beginners tutorial to match image,188.67638888888888
20111,closed,2021-10-13 14:45:31+00:00,2021-10-13 14:47:28+00:00,2021-10-13 14:47:28+00:00,doc: fix minor typo in comment,0.0325
20106,closed,2021-10-12 17:32:55+00:00,2021-10-12 19:14:31+00:00,2021-10-12 19:14:31+00:00,"bug: core: result_type(0, np.timedelta64(4)) would seg. fault.",1.6933333333333334
20105,closed,2021-10-12 14:19:12+00:00,2021-10-12 23:08:30+00:00,2021-10-12 23:08:30+00:00,enh: add annotations for `np.matrix`,8.821666666666667
20104,closed,2021-10-12 13:42:53+00:00,2021-10-12 22:57:45+00:00,2021-10-12 22:57:45+00:00,maint: update f2py documentation url,9.247777777777777
20102,closed,2021-10-11 20:20:40+00:00,2021-11-01 09:31:45+00:00,2021-11-01 09:31:45+00:00,bld uses cibuildwheel for linux + osx wheels [cd build],493.1847222222222
20097,closed,2021-10-11 17:04:43+00:00,2021-10-11 18:40:38+00:00,2021-10-11 18:40:38+00:00,maint: bump pycodestyle from 2.7.0 to 2.8.0,1.5986111111111112
20096,closed,2021-10-11 17:04:40+00:00,2021-10-11 17:58:52+00:00,2021-10-11 17:58:52+00:00,maint: bump hypothesis from 6.23.1 to 6.23.2,0.9033333333333333
20094,closed,2021-10-11 16:26:31+00:00,2021-10-11 18:45:05+00:00,2021-10-11 18:45:05+00:00,bug: avx-512f log() overflows,2.3094444444444444
20093,closed,2021-10-11 15:12:28+00:00,2021-11-17 17:52:56+00:00,2021-11-17 17:52:56+00:00,doc: created an indexing how-to,890.6744444444445
20091,closed,2021-10-11 13:21:33+00:00,2021-10-11 13:51:45+00:00,2021-10-11 13:51:45+00:00,doc: fix typo in docstring of bitwise_or,0.5033333333333333
20088,closed,2021-10-10 15:33:08+00:00,2021-10-11 19:30:43+00:00,2021-10-11 19:30:43+00:00,"bug: core: result_type(0, np.timedelta64(4)) would seg. fault.",27.959722222222222
20087,closed,2021-10-10 15:05:04+00:00,2021-10-10 15:06:07+00:00,2021-10-10 15:06:07+00:00,bld: fix submodule update in gitpod.dockerfile,0.0175
20084,closed,2021-10-10 07:58:16+00:00,2021-10-10 10:34:17+00:00,2021-10-10 10:34:17+00:00,"maint: move ""git submodule update"" earlier in docker creation",2.600277777777778
20082,closed,2021-10-10 02:39:38+00:00,2021-10-10 03:53:06+00:00,2021-10-10 03:53:06+00:00,doc: ensure that we add documentation also as to the dict for types,1.2244444444444444
20081,closed,2021-10-10 02:32:08+00:00,2021-10-10 03:52:48+00:00,2021-10-10 03:52:48+00:00,bug: fix nat handling in the pyarray_comparefunc for datetime and timedelta,1.3444444444444446
20080,closed,2021-10-10 02:26:35+00:00,2021-10-10 03:52:29+00:00,2021-10-10 03:52:29+00:00,bug: correct incorrect advance in pcg with emulated int128,1.4316666666666666
20076,closed,2021-10-09 11:07:00+00:00,2021-10-09 20:35:58+00:00,2021-10-09 20:35:58+00:00,doc: document the dtype comparison operations,9.482777777777779
20071,closed,2021-10-08 09:55:29+00:00,2021-10-23 00:08:52+00:00,2021-10-23 00:08:52+00:00,maint: remove unused imports and remove duplicated tests,350.22305555555556
20069,closed,2021-10-07 23:46:09+00:00,2021-10-11 13:50:34+00:00,2021-10-11 13:50:35+00:00,bug: add workaround for missing ufunc error propagation,86.0736111111111
20067,closed,2021-10-07 20:28:16+00:00,2021-10-07 21:32:58+00:00,2021-10-07 21:32:58+00:00,maint: use `py_set_type` macro instead of assigning to `py_type`,1.0783333333333334
20066,closed,2021-10-07 19:28:43+00:00,2021-11-12 15:07:24+00:00,2021-11-12 15:07:24+00:00,maint: a few updates to the array_api,859.6447222222222
20065,closed,2021-10-07 15:30:35+00:00,2021-10-07 20:11:12+00:00,2021-10-07 20:11:12+00:00,enh: add annotations for `np.lib.polynomial`,4.676944444444445
20064,closed,2021-10-07 12:40:01+00:00,2023-02-11 20:59:12+00:00,2023-02-11 20:59:12+00:00,"maint, doc: get rid of unicode, unicode_, string_",11816.319722222222
20063,closed,2021-10-07 12:19:17+00:00,2021-10-09 20:25:28+00:00,2021-10-09 20:25:28+00:00,enh: add annotations for `np.lib.histograms`,56.10305555555556
20061,closed,2021-10-07 06:32:22+00:00,2021-10-10 07:29:41+00:00,2021-10-10 07:29:41+00:00,doc: remove references to python 2,72.95527777777778
20060,closed,2021-10-06 21:26:50+00:00,2021-10-06 22:33:15+00:00,2021-10-06 22:33:15+00:00,maint: remove encoding declarations: `# -*- coding: utf-8 -*-`,1.1069444444444445
20059,closed,2021-10-06 21:20:51+00:00,2021-10-10 22:30:29+00:00,2021-10-10 22:30:29+00:00,maint: lgtm.com recommendations,97.16055555555556
20058,closed,2021-10-06 21:08:11+00:00,2021-10-07 16:29:03+00:00,2021-10-07 16:29:03+00:00,maint: update openblas to 0.3.18,19.34777777777778
20057,closed,2021-10-06 21:02:53+00:00,2021-10-10 21:31:51+00:00,2021-10-10 21:31:51+00:00,maint: lgtm.com warnings,96.48277777777778
20051,closed,2021-10-06 10:44:29+00:00,2021-10-06 13:15:18+00:00,2021-10-06 13:15:18+00:00,doc:add-html-reference-to-some-ma-methods,2.513611111111111
20049,closed,2021-10-06 08:53:37+00:00,2021-10-07 18:17:15+00:00,2021-10-07 18:17:15+00:00,bug: correct advance in pcg with emulated int128,33.39388888888889
20047,closed,2021-10-06 02:29:52+00:00,2021-10-10 10:24:17+00:00,2021-10-10 10:24:17+00:00,doc:add an example to show flag writeable cleared upon copy related to #20035,103.90694444444445
20040,closed,2021-10-05 15:53:50+00:00,2021-10-05 17:35:31+00:00,2021-10-05 17:35:31+00:00,tst: add python 3.10 to the ci,1.6947222222222222
20037,closed,2021-10-05 12:30:28+00:00,2021-10-05 14:38:58+00:00,2021-10-05 14:38:58+00:00,maint: fixed an issue wherein `npt._nestedsequence` was not a `range` supertype,2.1416666666666666
20036,closed,2021-10-05 12:03:43+00:00,2021-10-05 17:01:30+00:00,2021-10-05 17:01:30+00:00,enh: add annotations for `np.lib.function_base` part 3/3,4.963055555555556
20034,closed,2021-10-04 21:31:08+00:00,2021-10-04 23:03:15+00:00,2021-10-04 23:03:15+00:00,enh: add annotations for `np.lib.function_base` part 2/3,1.5352777777777777
20032,closed,2021-10-04 17:05:36+00:00,2021-10-04 19:53:30+00:00,2021-10-04 19:53:30+00:00,maint: bump pytest-cov from 2.12.1 to 3.0.0,2.7983333333333333
20031,closed,2021-10-04 17:05:33+00:00,2021-10-04 18:35:14+00:00,2021-10-04 18:35:14+00:00,maint: bump hypothesis from 6.23.0 to 6.23.1,1.4947222222222223
20029,closed,2021-10-04 17:05:11+00:00,2021-10-04 18:34:20+00:00,2021-10-04 18:34:20+00:00,maint: bump pytz from 2021.1 to 2021.3,1.4858333333333333
20027,closed,2021-10-04 15:43:41+00:00,2021-10-04 22:41:09+00:00,2021-10-04 22:41:09+00:00,enh: add missing parameters to the `nan<x>` functions,6.957777777777777
20026,closed,2021-10-04 15:03:32+00:00,2021-10-04 16:05:34+00:00,2021-10-04 16:05:34+00:00,maint: test pypy3.8,1.0338888888888889
20020,closed,2021-10-02 11:14:35+00:00,2022-05-11 17:26:07+00:00,2022-05-11 17:26:07+00:00,enh: add ndenumerate specialization for masked arrays,5310.192222222222
20019,closed,2021-10-02 04:04:55+00:00,2021-10-04 15:04:56+00:00,2021-10-04 15:04:56+00:00,maint:redundant 'else' statement with 'for' loop#19077,59.000277777777775
20018,closed,2021-10-02 03:14:39+00:00,2021-10-04 15:05:50+00:00,2021-10-04 15:05:50+00:00,enh: core: more informative error message for broadcast(*args),59.85305555555556
20016,closed,2021-10-01 17:25:40+00:00,2021-10-04 15:03:40+00:00,2021-10-04 15:03:41+00:00,bug: add a warning for user dtypes modifying casts after use,69.63333333333334
20015,closed,2021-10-01 17:02:52+00:00,2021-10-26 15:46:17+00:00,2021-10-26 15:46:17+00:00,doc: np.select: use an example that also shows default value,598.7236111111112
20010,closed,2021-10-01 10:04:51+00:00,2021-10-01 10:43:22+00:00,2021-10-01 10:43:22+00:00,maint: correct linker flags for nag fortran compiler,0.6419444444444444
20008,closed,2021-09-30 15:01:37+00:00,2021-10-04 15:30:36+00:00,2021-10-04 15:30:36+00:00,bug: fix the `lib.function_base` window functions ignoring extended precision float dtypes,96.48305555555555
20007,closed,2021-09-30 14:26:09+00:00,2021-09-30 15:32:06+00:00,2021-09-30 15:32:06+00:00,maint: removed the `cdoc` directory,1.0991666666666666
20006,closed,2021-09-30 13:52:06+00:00,2021-10-04 15:18:39+00:00,2021-10-04 15:18:39+00:00,enh: add annotations for `np.lib.function_base` part 1,97.4425
20004,closed,2021-09-30 10:43:13+00:00,2021-10-01 08:51:27+00:00,2021-10-01 08:51:27+00:00,doc: fix typos in the random and f2py documentation.,22.13722222222222
20003,closed,2021-09-30 09:55:43+00:00,2021-09-30 10:55:32+00:00,2021-09-30 10:55:32+00:00,bld: updated mypy version from 0.902 to 0.910,0.9969444444444444
20002,closed,2021-09-30 09:43:50+00:00,2021-09-30 13:23:00+00:00,2021-09-30 13:23:01+00:00,maint: introduce various linting and misc fixes to `numpy.typing`,3.6527777777777777
20000,closed,2021-09-29 12:32:17+00:00,2021-10-03 00:21:12+00:00,2021-10-03 00:21:12+00:00,"bug,dep: allow (arg-)partition to accept `uint64` indices ",83.81527777777778
19999,closed,2021-09-29 11:27:48+00:00,2021-09-29 14:10:41+00:00,2021-09-29 14:10:41+00:00,doc: copy-edit and fix typos.,2.714722222222222
19997,closed,2021-09-29 05:25:53+00:00,2021-10-04 15:15:56+00:00,2021-10-04 15:15:56+00:00,sty: harmonize rules with cb_rules for f2py,129.83416666666668
19995,closed,2021-09-28 23:16:22+00:00,2021-09-29 15:24:02+00:00,2021-09-29 15:24:02+00:00,"doc: for new_order parameter, add alias for 'native' order",16.127777777777776
19994,closed,2021-09-28 22:05:09+00:00,2021-09-29 00:01:51+00:00,2021-09-29 00:01:51+00:00,bug: np.tan(np.inf) test failure,1.945
19992,closed,2021-09-28 17:19:56+00:00,2021-09-28 18:09:55+00:00,2021-09-28 18:09:55+00:00,enh: nagfor - get_flags_linker_so() on darwin,0.8330555555555555
19988,closed,2021-09-28 11:43:45+00:00,2021-09-28 18:06:41+00:00,2021-09-28 18:06:42+00:00,doc: update links to online copy of abramowitz and stegun.,6.3822222222222225
19987,closed,2021-09-28 11:24:55+00:00,2021-09-28 12:11:30+00:00,2021-09-28 12:11:30+00:00,bug: remove double cast to char in favor of pyarray_bytes,0.7763888888888889
19986,closed,2021-09-28 09:24:14+00:00,2021-09-29 17:30:34+00:00,2021-09-29 17:30:34+00:00,maint: fix lgtm.com warning: comparison result is always the same (`denom`),32.105555555555554
19984,closed,2021-09-28 01:31:33+00:00,2021-09-28 18:03:53+00:00,2021-09-28 18:03:53+00:00,maint: configure pytest to ignore array_api warnings.,16.538888888888888
19983,closed,2021-09-27 23:42:42+00:00,2021-09-28 01:25:15+00:00,2021-09-28 01:25:15+00:00,doc: specifically mention the c99 requirement in 'building from source',1.7091666666666667
19981,closed,2021-09-27 22:25:27+00:00,2021-10-01 08:37:43+00:00,2021-10-01 08:37:43+00:00,doc: deindent some sphinx declarations to avoid warnings.,82.20444444444445
19980,closed,2021-09-27 22:07:07+00:00,2021-11-14 21:35:06+00:00,2021-11-14 21:35:06+00:00,enh: add the linalg extension to the array_api submodule,1151.4663888888888
19979,closed,2021-09-27 21:33:27+00:00,2021-09-28 01:28:04+00:00,2021-09-28 01:28:04+00:00,enh: add annotations for `np.memmap`,3.910277777777778
19978,closed,2021-09-27 20:11:59+00:00,2021-09-29 06:26:14+00:00,2021-09-29 06:26:14+00:00,"maint: reduce depreciationwarnings, use more data api types for f2py",34.2375
19977,closed,2021-09-27 20:07:25+00:00,2021-09-28 19:01:20+00:00,2021-09-28 19:01:20+00:00,maint: clang-format for f2py,22.898611111111112
19976,closed,2021-09-27 19:49:48+00:00,2021-09-27 21:45:16+00:00,2021-09-27 21:45:16+00:00,doc remove reference to `pyarray_multiiter_size`,1.9244444444444444
19974,closed,2021-09-27 17:39:06+00:00,2021-09-28 01:32:37+00:00,2021-09-28 01:32:37+00:00,bug: np.tan(np.inf) test failure in apple silicon,7.891944444444444
