number,state,contributor,content,created_at,closed_at,title,labels
19520,open,Mukulikaa,"Most functions have a `source` link along with their documentation that leads to the source of the ~~docstrings~~ functions in GitHub. For example, [numpy.ndarray](https://numpy.org/devdocs/reference/generated/numpy.ndarray.html#numpy-ndarray), [numpy.argmax](https://numpy.org/devdocs/reference/generated/numpy.argmax.html#numpy-argmax) etc. It is a feature of the Sphinx theme that NumPy uses. It makes it very easy for contributors to locate the docstrings/code and modify them.

However, some functions like [numpy.ndarray.transpose](https://numpy.org/devdocs/reference/generated/numpy.ndarray.transpose.html#numpy.ndarray.transpose), [numpy.array](https://numpy.org/devdocs/reference/generated/numpy.array.html?highlight=numpy%20array#numpy.array) etc. don't have the `source` link. These are functions whose docstrings reside separately in `numpy/core/_add_newdocs.py` because they are defined in C-extension modules. It would be nice if we could find a way to make the feature work for these ~~docstrings~~ functions as well. 
Edit: The `source` link would lead to the C file like in [numpy.ndarray](https://numpy.org/devdocs/reference/generated/numpy.ndarray.html#numpy-ndarray).

Looking at the code [here](https://github.com/numpy/numpy/blob/1cc3f07ad3e0987da7d399dd8febf01ef3b48b45/doc/source/conf.py#L367) could be a starting point.",2021-07-19 17:25:57,,DOC: No `source` link for some functions in the API reference guide,['04 - Documentation']
19515,open,hawkinsp,"NumPy has surprisingly high memory usage for printing arrays with many dimensions.

### Reproducing code example:

```
import numpy as np
x = np.ones([2]*25)
str(x)
```

On my Mac, this script has a peak memory usage of 9.3GB and it takes 298s to run.

This array takes 268MB in memory, and its printed form as measured by `len(str(x))` is 570MB. So 9.3GB memory usage by NumPy seems... awfully large? Not to mention 300s is a rather long time to take when printing.

(This was originally reported to JAX as https://github.com/google/jax/issues/7301; JAX simply calls NumPy to print arrays.)

### Error message:

n/a

### NumPy/Python version information:

```
In [1]: import sys, numpy; print(numpy.__version__, sys.version)
1.21.1 3.7.2 (default, Jan 13 2021, 20:29:55)
[Clang 11.0.0 (clang-1100.0.33.17)]
```",2021-07-19 13:39:46,,High memory usage when printing arrays with many dimensions,['01 - Enhancement']
19511,open,seberg,"See this and the following discussion, we should likely fix the double-double value for `np.finfo(np.longdouble).smallest_normal`. @wkschwartz, lets continue discussion here.

I might be missing some context here, so forgive me if I'm confusing matters. It appears that you are able to compute the smallest positive subnormal 𝜎, and a few lines below you define `macheps`, so I take it you are able to compute the machine epsilon 𝜀. From there, you can in fact compute the smallest positive normal 𝜔 as 𝜎 ⨸ 𝜀, where ⨸ means division in the relevant floating point system (which is what the `/` operator does in C and Python). In Python terms, you can do approximately the following, but you'll need to move up the definition of `macheps` from below.

```Python
    # Leave the same value for the smallest subnormal as double
    smallest_subnormal_dd = ld(nextafter(0., 1.))
    smallest_normal_dd = smallest_subnormal / macheps
```

_Originally posted by @wkschwartz in https://github.com/numpy/numpy/pull/18536#discussion_r670442245_",2021-07-18 13:20:03,,ENH: Fix double-double smallest normal number,['unlabeled']
19494,open,ganesh-k13,"### New UFuncs developer documentation

As discussed on newcomers hour, it would be nice to have a developer doc for adding new UFuncs. 
Right now a good PR to refer will be LCM&GCD PR (#8774) and perhaps a more in-depth example will be bit_count (#19355)",2021-07-16 16:46:51,,DOC: Add some documentation for adding new UFuncs,['04 - Documentation']
19473,open,YunChunRui,"<!-- Please describe the issue in detail here, and fill in the fields below -->

When I use the numpy function(**np.linalg.matrix_rank**) to calculate the rank of the matrix, the function returns the rank of the matrix as 0, and then when I use matlab to calculate the rank of the same matrix, matlab got the correct result(30). I compared numpy and matlab calculations The source code of the matrix rank, but there seems to be no difference between the two ways. 
Sometimes, numpy will prompt RuntimeWarning
How should i solve this problem？

The link to the matrix is as follows
[1.zip](https://github.com/numpy/numpy/files/6813848/1.zip)

### Reproducing code example:

<!-- A short code example that reproduces the problem/missing feature. It should be
self-contained, i.e., possible to run as-is via 'python myproblem.py' -->

```python
import numpy as np
mat = np.loadtxt(""./1.csv"",delimiter=',')
rk = np.linalg.matrix_rank(mat)
print(rk)
```

```matlab
% matlab code
mat = csvread('1.csv')
rank(a)
```

### Error message:

<!-- If you are reporting a segfault please include a GDB traceback, which you
can generate by following
https://github.com/numpy/numpy/blob/main/doc/source/dev/development_environment.rst#debugging -->

<!-- Full error message, if any (starting from line Traceback: ...) -->
/opt/conda/envs/python35-paddle120-env/lib/python3.7/site-packages/numpy/linalg/linalg.py:1855: RuntimeWarning: invalid value encountered in greater
  return count_nonzero(S > tol, axis=-1)
### NumPy/Python version information:

<!-- Output from 'import sys, numpy; print(numpy.__version__, sys.version)' -->

```python
>>> import sys, numpy; print(numpy.__version__, sys.version)
1.16.4 3.7.4 (default, Aug 13 2019, 20:35:49) 
[GCC 7.3.0]
>>>np.show_config()
blas_mkl_info:
  NOT AVAILABLE
blis_info:
  NOT AVAILABLE
openblas_info:
    libraries = ['openblas', 'openblas']
    library_dirs = ['/usr/local/lib']
    language = c
    define_macros = [('HAVE_CBLAS', None)]
blas_opt_info:
    libraries = ['openblas', 'openblas']
    library_dirs = ['/usr/local/lib']
    language = c
    define_macros = [('HAVE_CBLAS', None)]
lapack_mkl_info:
  NOT AVAILABLE
openblas_lapack_info:
    libraries = ['openblas', 'openblas']
    library_dirs = ['/usr/local/lib']
    language = c
    define_macros = [('HAVE_CBLAS', None)]
lapack_opt_info:
    libraries = ['openblas', 'openblas']
    library_dirs = ['/usr/local/lib']
    language = c
    define_macros = [('HAVE_CBLAS', None)]
```",2021-07-14 06:02:22,,np.linalg.matrix_rank calculates the rank of the matrix and gives the wrong result,['unlabeled']
19472,open,DAGwood1018,"<!-- Please describe the issue in detail here, and fill in the fields below -->

While diagonalizing the blocks of a large matrix I encountered several Hermitian blocks that numpy.linalg.eigh does not appear to be able to handle. By this I mean the eigenvalues it returns do not add up to the trace of the matrix indicating they must be wrong. 

### Reproducing code example:

<!-- A short code example that reproduces the problem/missing feature. It should be
self-contained, i.e., possible to run as-is via 'python myproblem.py' -->
Example of a matrix that causes eigh fails to diagonalize correctly is contained in zip file:
[Matrix.zip](https://github.com/numpy/numpy/files/6813181/Matrix.zip)

```python
import numpy as np
import os

path= os.getcwd()
with open(os.path.join(path,'mat.npy'),'rb') as file:
    M= np.load(file, allow_pickle=False)

w, v= np.linalg.eigh(M)
    
trace= np.trace(M)
eigSum= np.sum(w)
if not round(trace,7)==round(eigSum,7):
    print('Diagonalization Failed?')
    print('Trace=', trace)
    print('Eigval Sum=', eigSum)
```

### Error message:
Numpy does not raise any error message but it is clear that the diagonalization cannot be correct since the trace does not equal the sum of the eigenvalues. 

<!-- If you are reporting a segfault please include a GDB traceback, which you
can generate by following
https://github.com/numpy/numpy/blob/main/doc/source/dev/development_environment.rst#debugging -->

<!-- Full error message, if any (starting from line Traceback: ...) -->

### NumPy/Python version information:
Python 3.8
Numpy 1.19.2

<!-- Output from 'import sys, numpy; print(numpy.__version__, sys.version)' -->

",2021-07-14 03:04:26,,numpy.linalg.eigh fails to properly diagonalize some matrices while raising no error,['unlabeled']
19464,open,kshitij12345,"As per `array-api`,
```
The returned array must have the same data type as x .
```

However,
```python
>>> np.__version__
'1.21.0'
>>> np.trunc(2).dtype
dtype('float64')
>>> np.trunc(np.ones(2, dtype=np.int32)).dtype
dtype('float64')
```

Ref: https://data-apis.org/array-api/latest/API_specification/elementwise_functions.html#trunc-x",2021-07-13 07:09:32,,`np.trunc` is inconsistent with array-api,['01 - Enhancement']
19420,open,teodorkostov,"## Documentation

[API Reference 1.21](https://numpy.org/doc/1.21/reference/index.html)

The only way the this can be used currently is by searching in a third party search engine. If your users have to use your search to get information on your site - this is bad. If your users have to consistently use another search engine (e.g. Google) to get the page of your site they are looking for - that's even worse.

The point of this issue is not to just criticize the current visual structure of the API Reference. The idea is to provoke a conversation and redesign of the API Reference documentation visuals so that the following is achieved:

* All of the framework functionality is efficiently presented and described on a single page
* All of the framework functionality is efficiently searchable from within a single page (Ctrl+F)
* The detailed structure of the functionality and the documentation is not a burden but a enhancement for the user experience

### Poor documentation visual structure for API Reference

[This](https://lodash.com/docs/4.17.15) looks like an API Reference. [This](https://numpy.org/doc/1.21/reference/index.html) does __not__ look like an API Reference, it looks like some general documentation. Imagine a new user trying to find a specific function - let's say we want to understand how to create a new array and fill it with a specific value. Let's look for `fill`. No `fill` [here](https://numpy.org/doc/1.21/reference/index.html). Now we have to either read the entire page (highly unlikely) or just search. [Boom](https://numpy.org/doc/1.21/search.html?q=fill), 30+ results. Wtf? So we go to [another search engine](https://duckduckgo.com/?q=numpy+fill&ia=web). It turns out that we are probably looking for `full`.

Now don't get me wrong, I'm not saying that `full` should not be under _Array creation routines_. This is absolutely accurate and absolutely useless if you want to find something.

[This view](https://numpy.org/doc/1.21/reference/routines.array-creation.html) looks a bit more like an API Reference. We have a list of functions and some short descriptions. Sweet! But when wanting to understand what the framework can do probably we would need to use functionality that fits into different documentation sections. For example, we created our array with `full` now we want to split it. Oh, no `split` [here](https://numpy.org/doc/1.21/reference/routines.array-creation.html). [Here we go](https://numpy.org/doc/1.21/search.html?q=split) [again](https://duckduckgo.com/?q=numpy+split&ia=web)!

I hope you get the point - the users of your framework should not be required to guess or know the taxonomy for the functionality in order to use that functionality. An API Reference should present everything that's available in the framework in a succinct and efficient manner.

### Complex search is probably pointless

Let's face it - you are not Google. No point in reinventing the search. If the search functionality on your page is anything more than a simple JavaScript filter across a few tags then you are probably doing it wrong. This is effort wasted that could have been used more productively. Again, 30+ results of all `fill` methods is absolutely accurate information but useless.",2021-07-06 12:53:28,,DOC: API Reference documentation has tragic visual structure,['04 - Documentation']
19410,open,joseph-long,"It appears that under some circumstances the SVD (LAPACK gesdd or gesvd?) wrapper in NumPy will fail and *also* fail to raise an exception.

### Reproducing code example:

<!-- A short code example that reproduces the problem/missing feature. It should be
self-contained, i.e., possible to run as-is via 'python myproblem.py' -->

```python
$ python
Python 3.9.5 (default, Jun  4 2021, 12:28:51)
[GCC 7.5.0] :: Anaconda, Inc. on linux
Type ""help"", ""copyright"", ""credits"" or ""license"" for more information.
>>> import numpy as np
>>> x = np.random.randn(30000,30000)
>>> u,s,vt = np.linalg.svd(x, full_matrices=False)
init_dgesdd failed init
>>> np.all(u==0)
True
>>> np.all(s==0)
False
>>> s[s!=0]
array([5.367297e-318])
>>> np.all(vt==0)
True
```

### Error message:

No exception is raised, but `init_dgesdd failed init` is printed. The resulting matrices `u, s, vt` are zero or uninitialized.

### NumPy/Python version information:

<!-- Output from 'import sys, numpy; print(numpy.__version__, sys.version)' -->

```
>>> import sys, numpy; print(numpy.__version__, sys.version)
1.20.2 3.9.5 (default, Jun  4 2021, 12:28:51)
[GCC 7.5.0]
>>> np.show_config()
blas_mkl_info:
    libraries = ['mkl_rt', 'pthread']
    library_dirs = ['/groups/jrmales/josephlong/miniconda3/envs/defaults_mkl/lib']
    define_macros = [('SCIPY_MKL_H', None), ('HAVE_CBLAS', None)]
    include_dirs = ['/groups/jrmales/josephlong/miniconda3/envs/defaults_mkl/include']
blas_opt_info:
    libraries = ['mkl_rt', 'pthread']
    library_dirs = ['/groups/jrmales/josephlong/miniconda3/envs/defaults_mkl/lib']
    define_macros = [('SCIPY_MKL_H', None), ('HAVE_CBLAS', None)]
    include_dirs = ['/groups/jrmales/josephlong/miniconda3/envs/defaults_mkl/include']
lapack_mkl_info:
    libraries = ['mkl_rt', 'pthread']
    library_dirs = ['/groups/jrmales/josephlong/miniconda3/envs/defaults_mkl/lib']
    define_macros = [('SCIPY_MKL_H', None), ('HAVE_CBLAS', None)]
    include_dirs = ['/groups/jrmales/josephlong/miniconda3/envs/defaults_mkl/include']
lapack_opt_info:
    libraries = ['mkl_rt', 'pthread']
    library_dirs = ['/groups/jrmales/josephlong/miniconda3/envs/defaults_mkl/lib']
    define_macros = [('SCIPY_MKL_H', None), ('HAVE_CBLAS', None)]
    include_dirs = ['/groups/jrmales/josephlong/miniconda3/envs/defaults_mkl/include']
```

```
$ conda list
# packages in environment at /groups/jrmales/josephlong/miniconda3/envs/defaults_mkl:
#
# Name                    Version                   Build  Channel
_libgcc_mutex             0.1                        main
_openmp_mutex             4.5                       1_gnu
blas                      1.0                         mkl
ca-certificates           2021.5.25            h06a4308_1
certifi                   2021.5.30        py39h06a4308_0
intel-openmp              2021.2.0           h06a4308_610
ld_impl_linux-64          2.35.1               h7274673_9
libffi                    3.3                  he6710b0_2
libgcc-ng                 9.3.0               h5101ec6_17
libgomp                   9.3.0               h5101ec6_17
libstdcxx-ng              9.3.0               hd4cf53a_17
mkl                       2021.2.0           h06a4308_296
mkl-service               2.3.0            py39h27cfd23_1
mkl_fft                   1.3.0            py39h42c9631_2
mkl_random                1.2.1            py39ha9443f7_2
ncurses                   6.2                  he6710b0_1
numpy                     1.20.2           py39h2d18471_0
numpy-base                1.20.2           py39hfae3a4d_0
openssl                   1.1.1k               h27cfd23_0
pip                       21.1.3           py39h06a4308_0
python                    3.9.5                h12debd9_4
readline                  8.1                  h27cfd23_0
setuptools                52.0.0           py39h06a4308_0
six                       1.16.0             pyhd3eb1b0_0
sqlite                    3.36.0               hc218d9a_0
tk                        8.6.10               hbc83047_0
tzdata                    2021a                h52ac0ba_0
wheel                     0.36.2             pyhd3eb1b0_0
xz                        5.2.5                h7b6447c_0
zlib                      1.2.11               h7b6447c_3
```",2021-07-05 14:49:31,,"SVD fails on large matrices without raising exception (Linux, MKL 2021.2.0)",['component: numpy.linalg']
19405,open,jameslamb,"### Description

As of `numpy` 1.21.0, calling `numpy.unique()` on a `numpy.matrix` raises the following error

> ValueError: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()

That error does not occur on `numpy` 1.20.3.

I don't see any notes in https://github.com/numpy/numpy/releases/tag/v1.21.0 that suggest that this is expected, so I think it might be an unexpected breaking change.

Thanks very much for your time and consideration.

### Reproducing code example:

With `numpy` 1.20.3, the following code succeeds.

```python
import numpy as np

# array
arr = np.ones((5, 5))
print(np.unique(arr))

# matrix
mat = np.matrix(arr)
print(np.unique(mat))
# on 1.20.3: [[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]]
# on 1.21.0: ValueError: The truth value of an array...
```

Running the same code with `numpy` 1.21.0 produces the error mentioned in this issue.

I pinned `numpy` versions using shell commands like the following.

```shell
pip uninstall -y numpy
pip install numpy==1.21.0
```

### Error message:

```text
---------------------------------------------------------------------------
ValueError                                Traceback (most recent call last)
<ipython-input-20-72cd9eed9ec9> in <module>
      2 mat = np.matrix(arr)
      3 print(type(mat))
----> 4 np.unique(mat)

<__array_function__ internals> in unique(*args, **kwargs)

~/miniconda3/lib/python3.8/site-packages/numpy/lib/arraysetops.py in unique(ar, return_index, return_inverse, return_counts, axis)
    270     ar = np.asanyarray(ar)
    271     if axis is None:
--> 272         ret = _unique1d(ar, return_index, return_inverse, return_counts)
    273         return _unpack_tuple(ret)
    274 

~/miniconda3/lib/python3.8/site-packages/numpy/lib/arraysetops.py in _unique1d(ar, return_index, return_inverse, return_counts)
    335     mask = np.empty(aux.shape, dtype=np.bool_)
    336     mask[:1] = True
--> 337     if aux.shape[0] > 0 and aux.dtype.kind in ""cfmM"" and np.isnan(aux[-1]):
    338         if aux.dtype.kind == ""c"":  # for complex all NaNs are considered equivalent
    339             aux_firstnan = np.searchsorted(np.isnan(aux), True, side='left')

ValueError: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
```

### NumPy/Python version information:

<details><summary>output of 'conda info'</summary>

```text

     active environment : None
       user config file : /Users/jlamb/.condarc
 populated config files : /Users/jlamb/.condarc
          conda version : 4.10.1
    conda-build version : not installed
         python version : 3.8.8.final.0
       virtual packages : __osx=10.14.6=0
                          __unix=0=0
                          __archspec=1=x86_64
       base environment : /Users/jlamb/miniconda3  (writable)
      conda av data dir : /Users/jlamb/miniconda3/etc/conda
  conda av metadata url : https://repo.anaconda.com/pkgs/main
           channel URLs : https://conda.anaconda.org/conda-forge/osx-64
                          https://conda.anaconda.org/conda-forge/noarch
                          https://repo.anaconda.com/pkgs/main/osx-64
                          https://repo.anaconda.com/pkgs/main/noarch
                          https://repo.anaconda.com/pkgs/r/osx-64
                          https://repo.anaconda.com/pkgs/r/noarch
          package cache : /Users/jlamb/miniconda3/pkgs
                          /Users/jlamb/.conda/pkgs
       envs directories : /Users/jlamb/miniconda3/envs
                          /Users/jlamb/.conda/envs
               platform : osx-64
             user-agent : conda/4.10.1 requests/2.25.1 CPython/3.8.8 Darwin/18.7.0 OSX/10.14.6
                UID:GID : 501:20
             netrc file : None
           offline mode : False
```

</details>",2021-07-05 04:27:31,,error using numpy.unique() on a numpy.matrix as of v1.21.0,"['00 - Bug', 'component: numpy.lib']"
19398,open,seberg,"The functions `isless`, and friends (see https://en.cppreference.com/w/c/numeric/math/isless) are C99 standardized and should be equivalent to the normal math operators but *not* set floating point exceptions.  I expect that using these macros would remove almost all of the places where we currently set `npy_clear_floatstatus_barrier()`.

That would both slightly speed things up (at least if errors did occur `npy_clear_floatstatus_barrier` is pretty slow), and just be slightly more correct not to worry set the flags in the first place.

In the long-run, I am also thinking of chaining (e.g. by numexpr), where a call to `npy_clear_floatstatus_barrier` could silence floating point warnings, if the ufuncs are chained in lowlevel C.

EDIT: https://www.gnu.org/software/libc/manual/html_node/FP-Comparison-Functions.html is probably a nice reference",2021-07-02 21:07:56,,"MAINT,ENH: Use non-error functions `isless`, `isgreater`, etc.","['01 - Enhancement', '17 - Task', '03 - Maintenance']"
19397,open,Stardust1225,"<!-- Please describe the issue in detail here, and fill in the fields below -->
This code is generated by a fuzzing testing tool.
If there exists key 'name' in the input dict, the first element of the corresponding value would have an increasing ref count after the function call. 
From the code, the increase of the ref count has a relationship with the times of calls.
 
### Reproducing code example:
```
import sys
import numpy

arg_list = []
arg_list.append('s')
arg_list.append('off')
arg_list.append('formats')
arg_list.append('i4')
arg_list.append('names')
arg_list.append(-33.70417143346674)
arg_list.append(-57)
arg_list.append(-6.637570701610372)
arg_list.append('drsspunf')
arg_list.append(None)
arg_list.append('sruraabpgf')
arg_list.append(4)
arg_list.append('[[u2rv2t')
arg_list.append(-82.49127767912898)
arg_list.append(True)
arg_list.append((6-99j))
arg_list.append('aaasgei[3rdbfgff1tnaufffoafng')
arg_list.append(True)
arg_list.append('wdnibeap')
arg_list.append(77)
arg_list.append(None)
arg_list.append(-65.26669886064585)
arg_list.append(33.558479525072926)
arg_list.append(None)
arg_list.append(None)
arg_list.append(-80.39813587395895)
arg_list.append(28.8149049806822)
arg_list.append(False)
arg_list.append(-38.529012926417415)
arg_list.append(True)

# check for refcount
arg_bef_10 = [sys.getrefcount(i) for i in arg_list if i != None and i != True and i != False]
for i in range(0, 10):
    try:
        numpy.dtype({arg_list[0] : [arg_list[1]], arg_list[2] : [arg_list[3]], arg_list[4] : [arg_list[5]], arg_list[6] : arg_list[7], arg_list[8] : arg_list[9], arg_list[10] : arg_list[11], arg_list[12] : arg_list[13], arg_list[14] : arg_list[15], arg_list[16] : arg_list[17], arg_list[18] : arg_list[19], arg_list[20] : arg_list[21], arg_list[22] : arg_list[23], arg_list[24] : arg_list[25], arg_list[26] : arg_list[27], arg_list[28] : arg_list[29]})
    except: pass
arg_aft_10 = [sys.getrefcount(i) for i in arg_list if i != None and i != True and i != False]

arg_bef_20 = [sys.getrefcount(i) for i in arg_list if i != None and i != True and i != False]
for i in range(0, 40):
    try:
        numpy.dtype({arg_list[0] : [arg_list[1]], arg_list[2] : [arg_list[3]], arg_list[4] : [arg_list[5]], arg_list[6] : arg_list[7], arg_list[8] : arg_list[9], arg_list[10] : arg_list[11], arg_list[12] : arg_list[13], arg_list[14] : arg_list[15], arg_list[16] : arg_list[17], arg_list[18] : arg_list[19], arg_list[20] : arg_list[21], arg_list[22] : arg_list[23], arg_list[24] : arg_list[25], arg_list[26] : arg_list[27], arg_list[28] : arg_list[29]})
    except: pass
arg_aft_20 = [sys.getrefcount(i) for i in arg_list if i != None and i != True and i != False]


print(arg_bef_10)
print(arg_aft_10)
print(arg_bef_20)
print(arg_aft_20)
```

### Error message:
```
[124, 20, 29, 9, 130, 5, 5, 5, 5, 5, 202, 5, 5, 5, 5, 5, 16, 5, 5, 5, 5, 5]
[124, 20, 29, 9, 130, 15, 5, 5, 5, 5, 202, 5, 5, 5, 5, 5, 16, 5, 5, 5, 5, 5]
[124, 20, 29, 9, 130, 15, 5, 5, 5, 5, 202, 5, 5, 5, 5, 5, 16, 5, 5, 5, 5, 5]
[124, 20, 29, 9, 130, 55, 5, 5, 5, 5, 202, 5, 5, 5, 5, 5, 16, 5, 5, 5, 5, 5]
```

### NumPy/Python version information:
NumPy 1.21.0
",2021-07-02 16:44:56,,Reference count error in function numpy.dtype,['unlabeled']
19382,open,mocquin,"This post follows [this one](https://github.com/numpy/numpy/issues/18902). I figured I should open another issue for `np.random.normal`, but this applies for all distributions I guess.

## Feature

Basicaly, I would like that `numpy.random.*` distributions could trigger an interface when passed instances from custom classes, ""à la"" `__array_ufunc__` or `__array_function__`. Here is an example concept : 

```python
arr = np.arange(10)

# Reference result 
print(np.mean(arr))
print(np.random.normal(arr))

custom_obj = MyArrayLike(arr)
print(np.mean(custom_obj))           # OK : np.mean will trigger __array_function__ interface
print(np.random.normal(custom_obj))  # KO : np.random.normal will ""only"" try to cast the object to float
```

And here is a MWE : 
```python
import numpy as np
np.random.seed(1234)

HANDLED_FUNCTIONS = {}

class NumericalLabeled():
    def __init__(self, value, label=""""):
        self.value = value
        self.label = label
        
    def __repr__(self):
        return ""NumericalLabelled<""+str(self.value) + "","" + self.label+"">""
    
    def __array_function__(self, func, types, args, kwargs):
        if func not in HANDLED_FUNCTIONS:
            return NotImplemented
        return HANDLED_FUNCTIONS[func](*args, **kwargs)
    

def make_numericallabelled(x, label=""""):
    """"""
    Helper function to cast anything into a NumericalLabelled object.
    """"""
    if isinstance(x, NumericalLabeled):
        return x
    else:
        return NumericalLabeled(x, label=label)
    
# Numpy functions            
# Override functions - used with __array_function__
def implements(np_function):
    def decorator(func):
        HANDLED_FUNCTIONS[np_function] = func
        return func
    return decorator    
    

@implements(np.random.normal)
def np_random_normal(loc=0.0, scale=1.0, **kwargs):
    # cast both loc and scale into Numericallabelled
    loc = make_numericallabelled(loc)
    scale = make_numericallabelled(scale)
    # check their label is ""compatible""
    if not loc.label == scale.label:
        raise ValueError
    return NumericalLabeled(np.random.rand(loc=loc.value,
                                           scale=scale.value, **kwargs), 
                            loc.label+scale.label)

@implements(np.mean)
def np_mean(a, *args, **kwargs):
    return NumericalLabeled(np.mean(a.value, *args, **kwargs),
                            a.label)



def main():
    # reference result for standard array
    arr = np.arange(10)
    print(np.mean(arr))
    print(np.random.normal(arr))
    
    # array-like object
    num_labeled = NumericalLabeled(arr, ""toto"")
    print(np.mean(num_labeled))
    try:
        print(np.random.normal(num_labeled))
    except Exception as e:
        print(e)

main()
```
which results in 
```
4.5
[ 0.47143516 -0.19097569  3.43270697  2.6873481   3.27941127  5.88716294
  6.85958841  6.3634765   8.01569637  6.75731505]
NumericalLabelled<4.5,toto> 
float() argument must be a string or a number, not 'NumericalLabeled'
```

Since the distribution functions accept array as input, I would expect them to be wrappable like many other array functions.

### Versions
```
Python : 3.8.5 (default, Sep  4 2020, 02:22:02) 
[Clang 10.0.0 ]
Numpy : 1.21.0
```",2021-06-30 19:27:26,,"Interface for wrapping random distribution functions (__array_function__, __ufunc__, ?)",['unlabeled']
19308,open,Snape3058,"### Reproducing code example:

Static analysis results, no POC.
This static analysis report has been manually reviewed to verify its validity.

### Error message:

The path provided by the static analyzer is as follows.

1. Create module, a new reference is returned from `PyModule_Create` and pointed to by `m`
https://github.com/numpy/numpy/blob/04ab04d93d4d7a4d241fe0ceb725436a8b6c8c2e/numpy/core/src/multiarray/_multiarray_tests.c.src#L2485

2. In macro import_array, the function returns `NULL` directly without decreasing the reference count.
https://github.com/numpy/numpy/blob/04ab04d93d4d7a4d241fe0ceb725436a8b6c8c2e/numpy/core/src/multiarray/_multiarray_tests.c.src#L2489

* The macro defined as:
https://github.com/numpy/numpy/blob/04ab04d93d4d7a4d241fe0ceb725436a8b6c8c2e/numpy/core/code_generators/generate_numpy_api.py#L112

### NumPy/Python version information:

Static analysis carried out on commit 04ab04d.

BTW, I do not know whether you care about such errors in test code. If not, I will not submit the bugs reported in the test code again.",2021-06-23 03:44:16,,Protential memory leak in function PyInit__multiarray_tests (a static analysis report),['unlabeled']
19299,open,charris,"* The parameter type following the `:` is put in  brackets `[...]` with the description and are hard to make out.
* There are unresolved references such as   \`(b-a)\` that are not references.
* Internal references don't go anywhere.
* There is an unrecognized character somewhere in the documentation, maybe generated.
* There seems to be a filename mixup between `index.ind` and `index.idx`.

Some of these problems are likely due to sphinx (4.0.1). The problems show up when running `make dist`.
 ",2021-06-22 16:58:47,,DOC: The PDF documentation does not look good.,['04 - Documentation']
19267,open,shaunc,"<!-- Please describe the issue in detail here, and fill in the fields below -->

`np.allclose` fails when comparing equal arrays with dtype `datetime64[ns]`

### Reproducing code example:
```python
import numpy as np
a = np.zeros(1, dtype='datetime64[ns]')
np.allclose(a, a)
```
fails with:

### Error message:

```
*** TypeError: The DType <class 'numpy._FloatAbstractDType'> could not be promoted by <class 'numpy.dtype[datetime64]'>. This means that no common DType exists for the given inputs. For example they cannot be stored in a single array unless the dtype is `object`. The full list of DTypes is: (<class 'numpy.dtype[datetime64]'>, <class 'numpy._FloatAbstractDType'>)
```


### NumPy/Python version information:

<!-- Output from 'import sys, numpy; print(numpy.__version__, sys.version)' -->

1.21.0rc2 3.9.4 | packaged by conda-forge | (default, May 10 2021, 22:13:33) 
[GCC 9.3.0]
",2021-06-17 17:07:59,,np.allclose fails with dtype datetime64,['unlabeled']
